Frame,Car ID,Speed (km/hr),Heading Angle,Position X,Position Y,Pred X,Pred Y,Output
2096,51,96.85351467956711,-165.96375653207352,674.5,381.5,667.6077206118343,374.60772061183434,0
2097,51,96.85351467956711,155.55604521958347,674.5,381.5,674.8793636587917,381.87936365879176,0
2098,51,96.85351467956711,171.2538377374448,674.5,381.5,674.202324512018,381.20232451201804,0
2099,51,96.85351467956711,0.0,674.5,381.5,682.5388417184041,389.53884171840406,0
2100,51,96.85351467956711,-169.5085229876684,675.0,382.5,682.9629908929215,390.46299089292154,0
2101,51,96.85351467956711,59.03624346792648,675.0,382.5,668.6200023817801,376.1200023817801,0
2102,51,96.85351467956711,-166.75948008481282,675.0,382.5,667.2212487649591,374.72124876495906,0
2103,51,96.85351467956711,56.309932474020215,675.0,382.5,682.8108426642707,390.3108426642707,0
2104,51,96.85351467956711,180.0,675.0,382.5,670.1890742300587,377.68907423005874,0
2105,51,96.85351467956711,180.0,675.0,382.5,670.1890742300587,377.68907423005874,0
2106,51,96.85351467956711,180.0,675.0,382.5,670.1890742300587,377.68907423005874,0
2107,51,96.85351467956711,45.0,675.0,382.5,679.2229803193029,386.72298031930296,0
2108,51,96.85351467956711,180.0,675.0,382.5,670.1890742300587,377.68907423005874,0
2565,225,66.68056328992098,-8.13010235415598,1224.0,418.0,1222.4911584705296,416.49115847052957,0
2566,225,66.68056328992098,-153.43494882292202,1224.0,418.0,1219.1512562474024,413.15125624740244,0
2567,225,66.68056328992098,-15.945395900922856,1224.0,418.0,1218.6207830356807,412.6207830356808,0
2568,225,66.68056328992098,0.0,1224.0,418.0,1229.5344867530634,423.53448675306345,0
2569,225,66.68056328992098,180.0,1224.0,418.0,1220.6878306755618,414.6878306755618,0
2570,225,66.68056328992098,4.763641690726178,307.0,440.0,307.2835332756174,440.2835332756174,1
2571,225,66.68056328992098,-165.96375653207352,307.0,440.0,302.25488493138437,435.25488493138437,1
2572,225,66.68056328992098,-15.945395900922856,307.0,440.0,301.6207830356808,434.6207830356808,1
2573,225,66.68056328992098,0.0,307.0,440.0,312.53448675306345,445.53448675306345,1
2574,225,66.68056328992098,26.56505117707799,307.0,440.0,307.7640034812187,440.7640034812187,1
2575,225,66.68056328992098,0.0,307.0,440.0,312.53448675306345,445.53448675306345,1
2576,225,66.68056328992098,-135.0,307.0,440.0,301.48716507152346,434.48716507152346,1
2577,225,66.68056328992098,0.0,307.0,440.0,312.53448675306345,445.53448675306345,1
2578,225,66.68056328992098,-9.462322208025617,307.0,440.0,301.4694134134098,434.4694134134098,1
2579,225,66.68056328992098,-135.0,307.0,440.0,301.48716507152346,434.48716507152346,1
2580,225,66.68056328992098,-18.43494882292201,407.0,380.5,412.06557550187244,385.56557550187244,0
2581,225,66.68056328992098,180.0,407.0,380.5,403.6878306755618,377.1878306755618,0
2582,225,66.68056328992098,9.462322208025617,407.0,380.5,401.4694134134098,374.9694134134098,0
2583,225,66.68056328992098,-116.56505117707799,407.0,380.5,401.75722748178885,375.25722748178885,0
2583,228,16.465591470680266,26.56505117707799,407.0,380.5,407.1886572125858,380.6886572125858,0
2584,225,66.68056328992098,45.0,407.0,380.5,409.90738758820464,383.40738758820464,0
2584,228,16.465591470680266,0.0,407.0,380.5,408.36664409206645,381.86664409206645,0
2585,225,66.68056328992098,0.0,407.0,380.5,412.53448675306345,386.03448675306345,0
2585,228,16.465591470680266,8.74616226255521,407.0,380.5,405.9361462755997,379.4361462755997,0
2586,225,66.68056328992098,180.0,407.0,380.5,403.6878306755618,377.1878306755618,0
2586,228,16.465591470680266,-161.56505117707798,407.0,380.5,406.6924685314393,380.1924685314393,0
2587,225,66.68056328992098,-11.309932474020213,407.0,380.5,408.7112974710094,382.2112974710094,0
2587,228,16.465591470680266,0.0,407.0,380.5,408.36664409206645,381.86664409206645,0
2588,225,66.68056328992098,180.0,407.0,380.5,403.6878306755618,377.1878306755618,0
2588,228,16.465591470680266,-161.56505117707798,407.0,380.5,406.6924685314393,380.1924685314393,0
2589,225,66.68056328992098,0.0,407.0,380.5,412.53448675306345,386.03448675306345,0
2589,228,16.465591470680266,14.036243467926477,407.0,380.5,407.13769244488725,380.63769244488725,0
2590,225,66.68056328992098,0.0,250.5,431.5,256.03448675306345,437.03448675306345,1
2590,228,16.465591470680266,-5.194428907734806,250.5,431.5,251.1335592802346,432.1335592802346,1
2591,225,66.68056328992098,-161.56505117707798,250.5,431.5,249.25459247306614,430.2545924730661,1
2591,228,16.465591470680266,-172.8749836510982,250.5,431.5,249.13857085244058,430.1385708524406,1
2592,225,66.68056328992098,0.0,250.5,431.5,256.03448675306345,437.03448675306345,1
2592,228,16.465591470680266,4.763641690726178,250.5,431.5,250.5700135519906,431.5700135519906,1
2593,225,66.68056328992098,-153.43494882292202,250.5,431.5,245.65125624740244,426.65125624740244,1
2593,228,16.465591470680266,-158.19859051364818,250.5,431.5,251.0967045035098,432.0967045035098,1
2594,225,66.68056328992098,0.0,250.5,431.5,256.03448675306345,437.03448675306345,1
2594,228,16.465591470680266,5.194428907734806,250.5,431.5,251.1335592802346,432.1335592802346,1
2595,225,66.68056328992098,-165.96375653207352,250.5,431.5,245.75488493138437,426.75488493138437,1
2595,228,16.465591470680266,-170.5376777919744,250.5,431.5,251.35840273809427,432.35840273809424,1
2596,225,66.68056328992098,161.56505117707798,250.5,431.5,249.25459247306614,430.2545924730661,1
2596,228,16.465591470680266,5.194428907734806,250.5,431.5,251.1335592802346,432.1335592802346,1
2597,225,66.68056328992098,0.0,250.5,431.5,256.03448675306345,437.03448675306345,1
2597,228,16.465591470680266,-165.96375653207352,250.5,431.5,249.3282773518051,430.3282773518051,1
2598,225,66.68056328992098,-171.86989764584402,250.5,431.5,247.13697031305588,428.1369703130559,1
2598,228,16.465591470680266,0.0,250.5,431.5,251.86664409206645,432.86664409206645,1
2599,225,66.68056328992098,14.036243467926477,250.5,431.5,251.0576119025057,432.0576119025057,1
2599,228,16.465591470680266,180.0,250.5,431.5,249.6821180822844,430.6821180822844,1
2600,225,66.68056328992098,-116.56505117707799,271.0,427.5,265.75722748178885,422.25722748178885,1
2600,228,16.465591470680266,-5.710593137499642,271.0,427.5,272.1486634442556,428.6486634442556,1
2601,225,66.68056328992098,14.036243467926477,271.0,427.5,271.5576119025057,428.0576119025057,1
2601,228,16.465591470680266,180.0,271.0,427.5,270.1821180822844,426.6821180822844,1
2602,225,66.68056328992098,-153.43494882292202,271.0,427.5,266.15125624740244,422.65125624740244,1
2602,228,16.465591470680266,0.0,271.0,427.5,272.36664409206645,428.86664409206645,1
2603,225,66.68056328992098,0.0,271.0,427.5,276.53448675306345,433.03448675306345,1
2603,228,16.465591470680266,-164.05460409907712,271.0,427.5,272.0524633549761,428.5524633549761,1
2604,225,66.68056328992098,-161.56505117707798,271.0,427.5,269.7545924730661,426.2545924730661,1
2604,228,16.465591470680266,6.34019174590991,271.0,427.5,272.36442407844396,428.86442407844396,1
2605,225,66.68056328992098,-90.0,271.0,427.5,268.52014250713586,425.02014250713586,1
2605,228,16.465591470680266,-170.5376777919744,271.0,427.5,271.85840273809424,428.35840273809424,1
2606,225,66.68056328992098,-14.036243467926477,271.0,427.5,271.5576119025057,428.0576119025057,1
2606,228,16.465591470680266,-5.710593137499642,271.0,427.5,272.1486634442556,428.6486634442556,1
2607,225,66.68056328992098,161.56505117707798,271.0,427.5,269.7545924730661,426.2545924730661,1
2607,228,16.465591470680266,-167.47119229084848,271.0,427.5,270.2238126164186,426.7238126164186,1
2608,225,66.68056328992098,-45.0,271.0,427.5,273.90738758820464,430.40738758820464,1
2608,228,16.465591470680266,10.007979801441337,271.0,427.5,269.85925714714307,426.35925714714307,1
2609,225,66.68056328992098,14.036243467926477,271.0,427.5,271.5576119025057,428.0576119025057,1
2609,228,16.465591470680266,165.96375653207352,271.0,427.5,269.8282773518051,426.3282773518051,1
2610,225,66.68056328992098,180.0,284.5,423.5,281.1878306755618,420.1878306755618,1
2610,228,16.465591470680266,-6.34019174590991,284.5,423.5,285.86442407844396,424.86442407844396,1
2611,225,66.68056328992098,-90.0,284.5,423.5,282.02014250713586,421.02014250713586,1
2611,228,16.465591470680266,180.0,284.5,423.5,283.6821180822844,422.6821180822844,1
2612,225,66.68056328992098,0.0,284.5,423.5,290.03448675306345,429.03448675306345,1
2612,228,16.465591470680266,5.194428907734806,284.5,423.5,285.1335592802346,424.1335592802346,1
2613,225,66.68056328992098,-161.56505117707798,284.5,423.5,283.2545924730661,422.2545924730661,1
2613,228,16.465591470680266,-164.05460409907712,284.5,423.5,285.5524633549761,424.5524633549761,1
2614,225,66.68056328992098,0.0,284.5,423.5,290.03448675306345,429.03448675306345,1
2614,228,16.465591470680266,0.0,284.5,423.5,285.86664409206645,424.86664409206645,1
2615,225,66.68056328992098,180.0,284.5,423.5,281.1878306755618,420.1878306755618,1
2615,228,16.465591470680266,-170.5376777919744,284.5,423.5,285.35840273809424,424.35840273809424,1
2616,225,66.68056328992098,45.0,284.5,423.5,287.40738758820464,426.40738758820464,1
2616,228,16.465591470680266,6.34019174590991,284.5,423.5,285.86442407844396,424.86442407844396,1
2617,225,66.68056328992098,-11.309932474020213,284.5,423.5,286.2112974710094,425.2112974710094,1
2617,228,16.465591470680266,-153.43494882292202,284.5,423.5,283.3026880722474,422.3026880722474,1
2618,225,66.68056328992098,-161.56505117707798,284.5,423.5,283.2545924730661,422.2545924730661,1
2618,228,16.465591470680266,7.125016348901798,284.5,423.5,285.41031921770355,424.41031921770355,1
2619,225,66.68056328992098,0.0,284.5,423.5,290.03448675306345,429.03448675306345,1
2619,228,16.465591470680266,-170.5376777919744,284.5,423.5,285.35840273809424,424.35840273809424,1
2620,225,66.68056328992098,180.0,299.5,420.5,296.1878306755618,417.1878306755618,1
2620,228,16.465591470680266,0.0,299.5,420.5,300.86664409206645,421.86664409206645,1
2621,225,66.68056328992098,0.0,299.5,420.5,305.03448675306345,426.03448675306345,1
2621,228,16.465591470680266,-170.5376777919744,299.5,420.5,300.35840273809424,421.35840273809424,1
2622,225,66.68056328992098,180.0,299.5,420.5,296.1878306755618,417.1878306755618,1
2622,228,16.465591470680266,0.0,299.5,420.5,300.86664409206645,421.86664409206645,1
2623,225,66.68056328992098,-90.0,299.5,420.5,297.02014250713586,418.02014250713586,1
2623,228,16.465591470680266,-165.96375653207352,299.5,420.5,298.3282773518051,419.3282773518051,1
2624,225,66.68056328992098,0.0,299.5,420.5,305.03448675306345,426.03448675306345,1
2624,228,16.465591470680266,0.0,299.5,420.5,300.86664409206645,421.86664409206645,1
2625,225,66.68056328992098,-153.43494882292202,299.5,420.5,294.65125624740244,415.65125624740244,1
2625,228,16.465591470680266,180.0,299.5,420.5,298.6821180822844,419.6821180822844,1
2626,225,66.68056328992098,0.0,299.5,420.5,305.03448675306345,426.03448675306345,1
2626,228,16.465591470680266,-6.34019174590991,299.5,420.5,300.86442407844396,421.86442407844396,1
2627,225,66.68056328992098,180.0,299.5,420.5,296.1878306755618,417.1878306755618,1
2627,228,16.465591470680266,170.5376777919744,299.5,420.5,300.35840273809424,421.35840273809424,1
2628,225,66.68056328992098,0.0,299.5,420.5,305.03448675306345,426.03448675306345,1
2628,228,16.465591470680266,-12.528807709151511,299.5,420.5,300.8656800572568,421.8656800572568,1
2629,225,66.68056328992098,-153.43494882292202,299.5,420.5,294.65125624740244,415.65125624740244,1
2629,228,16.465591470680266,180.0,299.5,420.5,298.6821180822844,419.6821180822844,1
2630,225,66.68056328992098,0.0,306.5,415.5,312.03448675306345,421.03448675306345,1
2630,228,16.465591470680266,-90.0,306.5,415.5,305.8876428397062,414.8876428397062,1
2631,225,66.68056328992098,-165.96375653207352,306.5,415.5,301.75488493138437,410.75488493138437,1
2631,228,16.465591470680266,26.56505117707799,306.5,415.5,306.6886572125858,415.6886572125858,1
2632,225,66.68056328992098,18.43494882292201,306.5,415.5,311.56557550187244,420.56557550187244,1
2632,228,16.465591470680266,0.0,306.5,415.5,307.86664409206645,416.86664409206645,1
2633,225,66.68056328992098,11.309932474020213,306.5,415.5,308.2112974710094,417.2112974710094,1
2633,228,16.465591470680266,0.0,306.5,415.5,307.86664409206645,416.86664409206645,1
2634,225,66.68056328992098,-161.56505117707798,306.5,415.5,305.2545924730661,414.2545924730661,1
2634,228,16.465591470680266,180.0,306.5,415.5,305.6821180822844,414.6821180822844,1
2635,225,66.68056328992098,0.0,306.5,415.5,312.03448675306345,421.03448675306345,1
2635,228,16.465591470680266,0.0,306.5,415.5,307.86664409206645,416.86664409206645,1
2636,225,66.68056328992098,-161.56505117707798,306.5,415.5,305.2545924730661,414.2545924730661,1
2636,228,16.465591470680266,-168.6900675259798,306.5,415.5,307.28834129867334,416.28834129867334,1
2637,225,66.68056328992098,0.0,306.5,415.5,312.03448675306345,421.03448675306345,1
2637,228,16.465591470680266,8.13010235415598,306.5,415.5,306.12741814117203,415.12741814117203,1
2638,225,66.68056328992098,180.0,306.5,415.5,303.1878306755618,412.1878306755618,1
2638,228,16.465591470680266,-168.6900675259798,306.5,415.5,307.28834129867334,416.28834129867334,1
2639,225,66.68056328992098,11.309932474020213,306.5,415.5,308.2112974710094,417.2112974710094,1
2639,228,16.465591470680266,0.0,306.5,415.5,307.86664409206645,416.86664409206645,1
2640,225,66.68056328992098,-161.56505117707798,328.5,415.5,327.2545924730661,414.2545924730661,1
2640,228,16.465591470680266,0.0,328.5,415.5,329.86664409206645,416.86664409206645,1
2641,225,66.68056328992098,0.0,328.5,415.5,334.03448675306345,421.03448675306345,1
2641,228,16.465591470680266,-165.96375653207352,328.5,415.5,327.3282773518051,414.3282773518051,1
2642,225,66.68056328992098,-153.43494882292202,328.5,415.5,323.65125624740244,410.65125624740244,1
2642,228,16.465591470680266,0.0,328.5,415.5,329.86664409206645,416.86664409206645,1
2643,225,66.68056328992098,0.0,328.5,415.5,334.03448675306345,421.03448675306345,1
2643,228,16.465591470680266,180.0,328.5,415.5,327.6821180822844,414.6821180822844,1
2644,225,66.68056328992098,18.43494882292201,328.5,415.5,333.56557550187244,420.56557550187244,1
2644,228,16.465591470680266,0.0,328.5,415.5,329.86664409206645,416.86664409206645,1
2645,225,66.68056328992098,-135.0,328.5,415.5,322.98716507152346,409.98716507152346,1
2645,228,16.465591470680266,-168.6900675259798,328.5,415.5,329.28834129867334,416.28834129867334,1
2646,225,66.68056328992098,0.0,328.5,415.5,334.03448675306345,421.03448675306345,1
2646,228,16.465591470680266,0.0,328.5,415.5,329.86664409206645,416.86664409206645,1
2647,225,66.68056328992098,-161.56505117707798,328.5,415.5,327.2545924730661,414.2545924730661,1
2647,228,16.465591470680266,-165.96375653207352,328.5,415.5,327.3282773518051,414.3282773518051,1
2648,225,66.68056328992098,14.036243467926477,328.5,415.5,329.0576119025057,416.0576119025057,1
2648,228,16.465591470680266,7.125016348901798,328.5,415.5,329.41031921770355,416.41031921770355,1
2649,225,66.68056328992098,-135.0,328.5,415.5,322.98716507152346,409.98716507152346,1
2649,228,16.465591470680266,-165.96375653207352,328.5,415.5,327.3282773518051,414.3282773518051,1
2650,225,66.68056328992098,0.0,345.5,412.5,351.03448675306345,418.03448675306345,1
2650,228,16.465591470680266,0.0,345.5,412.5,346.86664409206645,413.86664409206645,1
2651,225,66.68056328992098,180.0,345.5,412.5,342.1878306755618,409.1878306755618,1
2651,228,16.465591470680266,180.0,345.5,412.5,344.6821180822844,411.6821180822844,1
2652,225,66.68056328992098,0.0,345.5,412.5,351.03448675306345,418.03448675306345,1
2652,228,16.465591470680266,0.0,345.5,412.5,346.86664409206645,413.86664409206645,1
2653,225,66.68056328992098,-135.0,345.5,412.5,339.98716507152346,406.98716507152346,1
2653,228,16.465591470680266,180.0,345.5,412.5,344.6821180822844,411.6821180822844,1
2654,225,66.68056328992098,11.309932474020213,345.5,412.5,347.2112974710094,414.2112974710094,1
2654,228,16.465591470680266,0.0,345.5,412.5,346.86664409206645,413.86664409206645,1
2655,225,66.68056328992098,180.0,345.5,412.5,342.1878306755618,409.1878306755618,1
2655,228,16.465591470680266,180.0,345.5,412.5,344.6821180822844,411.6821180822844,1
2656,225,66.68056328992098,-45.0,345.5,412.5,348.40738758820464,415.40738758820464,1
2656,228,16.465591470680266,0.0,345.5,412.5,346.86664409206645,413.86664409206645,1
2657,225,66.68056328992098,14.036243467926477,345.5,412.5,346.0576119025057,413.0576119025057,1
2657,228,16.465591470680266,180.0,345.5,412.5,344.6821180822844,411.6821180822844,1
2658,225,66.68056328992098,-135.0,345.5,412.5,339.98716507152346,406.98716507152346,1
2658,228,16.465591470680266,-9.462322208025617,345.5,412.5,344.1343189853979,411.1343189853979,1
2659,225,66.68056328992098,0.0,345.5,412.5,351.03448675306345,418.03448675306345,1
2659,228,16.465591470680266,180.0,345.5,412.5,344.6821180822844,411.6821180822844,1
2660,225,66.68056328992098,-153.43494882292202,362.5,411.5,357.65125624740244,406.65125624740244,1
2660,228,16.465591470680266,0.0,362.5,411.5,363.86664409206645,412.86664409206645,1
2661,225,66.68056328992098,14.036243467926477,362.5,411.5,363.0576119025057,412.0576119025057,1
2661,228,16.465591470680266,180.0,362.5,411.5,361.6821180822844,410.6821180822844,1
2662,225,66.68056328992098,-135.0,362.5,411.5,356.98716507152346,405.98716507152346,1
2662,228,16.465591470680266,0.0,362.5,411.5,363.86664409206645,412.86664409206645,1
2663,225,66.68056328992098,0.0,362.5,411.5,368.03448675306345,417.03448675306345,1
2663,228,16.465591470680266,-165.96375653207352,362.5,411.5,361.3282773518051,410.3282773518051,1
2664,225,66.68056328992098,180.0,362.5,411.5,359.1878306755618,408.1878306755618,1
2664,228,16.465591470680266,0.0,362.5,411.5,363.86664409206645,412.86664409206645,1
2665,225,66.68056328992098,0.0,362.5,411.5,368.03448675306345,417.03448675306345,1
2665,228,16.465591470680266,180.0,362.5,411.5,361.6821180822844,410.6821180822844,1
2666,225,66.68056328992098,-90.0,362.5,411.5,360.02014250713586,409.02014250713586,1
2666,228,16.465591470680266,0.0,362.5,411.5,363.86664409206645,412.86664409206645,1
2667,225,66.68056328992098,0.0,362.5,411.5,368.03448675306345,417.03448675306345,1
2667,228,16.465591470680266,-161.56505117707798,362.5,411.5,362.1924685314393,411.1924685314393,1
2668,225,66.68056328992098,-90.0,362.5,411.5,360.02014250713586,409.02014250713586,1
